20

 0 66 47 93 101 33 61 71  5  9 42 51 33 102  8 92 24 91 82 45 
66  0 84 71 55 48 116 132 70 61 76 23 99 41 60 98 42 78 39 90 
47 84  0 134 133 75 37 57 50 55  7 82 58 105 52 51 50 135 115 10 
93 71 134  0 34 60 154 163 93 84 127 55 115 102 85 163 84 12 33 135 
101 55 133 34  0 70 161 173 103 93 126 51 130 75 93 153 85 46 18 137 
33 48 75 60 70  0 94 104 33 24 69 26 60 89 25 112 27 60 51 75 
61 116 37 154 161 94  0 21 62 70 43 109 50 142 69 78 76 153 142 28 
71 132 57 163 173 104 21  0 70 80 62 122 50 160 79 99 90 160 154 47 
 5 70 50 93 103 33 62 70  0  9 47 54 29 107 10 97 29 91 84 47 
 9 61 55 84 93 24 70 80  9  0 50 44 38 100  2 99 22 82 74 54 
42 76  7 127 126 69 43 62 47 50  0 75 58 99 48 51 43 129 108 15 
51 23 82 55 51 26 109 122 54 44 75  0 83 64 44 108 33 60 33 85 
33 99 58 115 130 60 50 50 29 38 58 83  0 135 39 109 57 111 112 50 
102 41 105 102 75 89 142 160 107 100 99 64 135  0 98 99 78 112 68 114 
 8 60 52 85 93 25 69 79 10  2 48 44 39 98  0 96 20 84 75 52 
92 98 51 163 153 112 78 99 97 99 51 108 109 99 96  0 84 168 137 59 
24 42 50 84 85 27 76 90 29 22 43 33 57 78 20 84  0 86 66 52 
91 78 135 12 46 60 153 160 91 82 129 60 111 112 84 168 86  0 44 135 
82 39 115 33 18 51 142 154 84 74 108 33 112 68 75 137 66 44  0 119 
45 90 10 135 137 75 28 47 47 54 15 85 50 114 52 59 52 135 119  0 

 0  0 7384 7266  3  1 156 15 38  0  2  1  1  0  0 2366  0 57 9056  0 
 0  0  0 1434  0 52  0 44 92  0 2676 2780 34 3053 296  3  0  0  0 26 
7384  0  0 264 2787 72 254 172  0 8656 7073 1476 1831  0 827 41 4068 9745 59 9348 
7266 1434 264  0  0  5  2 635  5  7 16  0  2 19  0 8244  0 332 14  6 
 3  0 2787  0  0  1 8464 1202 16 700  0 328 9700 81  6  0 11  7  0 65 
 1 52 72  5  1  0 2006 16 177  2  0 11 1499  0 7347 309  0 37 607  0 
156  0 254  2 8464 2006  0  0  1 74  1 3309  0  0 21  0 36 849  0 2982 
15 44 172 635 1202 16  0  0  3  0  0  0 115 430  3 55 74  0  2  0 
38 92  0  5 16 177  1  3  0  3  0  0 4514 113 1825  0  6 718 1142 13 
 0  0 8656  7 700  2 74  0  3  0  7  0 17 835  0 2248 1660  4 246 118 
 2 2676 7073 16  0  0  1  0  0  7  0  0  6 3322 1677 161 5075  0  0 338 
 1 2780 1476  0 328 11 3309  0  0  0  0  0 14 63 12 195 65  1 1799  0 
 1 34 1831  2 9700 1499  0 115 4514 17  6 14  0 53  0  0 113 226 10  0 
 0 3053  0 19 81  0  0 430 113 835 3322 63 53  0  0  0  0 42 311 25 
 0 296 827  0  6 7347 21  3 1825  0 1677 12  0  0  0  0  1  0  4 257 
2366  3 41 8244  0 309  0 55  0 2248 161 195  0  0  0  0 1699  1 975 7417 
 0  0 4068  0 11  0 36 74  6 1660 5075 65 113  0  1 1699  0 43 4862  0 
57  0 9745 332  7 37 849  0 718  4  0  1 226 42  0  1 43  0 154  1 
9056  0 59 14  0 607  0  2 1142 246  0 1799 10 311  4 975 4862 154  0  2 
 0 26 9348  6 65  0 2982  0 13 118 338  0  0 25 257 7417  0  1  2  0 

 0  5 760 59  0 500  0  0  1  0  0 256 80  1 34 154  0  1 80  0 
 5  0  0 321  0  2  6 21 667  0 3827 280  0 20 103 137  1  0  0 507 
760  0  0  4 7756 9260 816 23  9 189 11 6709 1477 146 5039 64  5 336 4072  1 
59 321  4  0  1  0  0 1630  0  0  0 104  0  0  0 1212  0 2094 60  4 
 0  0 7756  1  0  0 1401  0 71 60 23 10  0  0 947  0 16 35  0 11 
500  2 9260  0  0  0 2576 43  0  0 23  6 160 62 4210 71  1 10 496 4029 
 0  6 816  0 1401 2576  0 1139 120 598  2 7526  0  0 308  2 47 167  0 1250 
 0 21 23 1630  0 43 1139  0  0  1 496  0 503  0 1836 37 129  3 227 19 
 1 667  9  0 71  0 120  0  0  0  0  2 66  6 7407  0  5  1 72  0 
 0  0 189  0 60  0 598  1  0  0  0 31 41 716  0 723  1 179 235  0 
 0 3827 11  0 23 23  2 496  0  0  0  0 3650 1866 78  2 67  0  0 1908 
256 280 6709 104 10  6 7526  0  2 31  0  0 3757 1445  0  8  0 21 7736  8 
80  0 1477  0  0 160  0 503 66 41 3650 3757  0  0 168 109 88 3118  0 46 
 1 20 146  0  0 62  0  0  6 716 1866 1445  0  0 801  0  0  1 101 4600 
34 103 5039  0 947 4210 308 1836 7407  0 78  0 168 801  0  1  0 31 37 33 
154 137 64 1212  0 71  2 37  0 723  2  8 109  0  1  0 2570  0  5 622 
 0  1  5  0 16  1 47 129  5  1 67  0 88  0  0 2570  0 540 139  5 
 1  0 336 2094 35 10 167  3  1 179  0 21 3118  1 31  0 540  0 5147 18 
80  0 4072 60  0 496  0 227 72 235  0 7736  0 101 37  5 139 5147  0 62 
 0 507  1  4 11 4029 1250 19  0  0 1908  8 46 4600 33 622  5 18 62  0 
