 20

 0 93 133 101 112 112 141 65 59 57 53 36 47 142 45 47 49 128 76 41 
93  0 177  8 157 57 146 68 66 136 146 78 87 118 105 87 81 103 168 60 
133 177  0 185 21 143 65 109 112 85 141 111 98 107 89 98 101 107 119 127 
101  8 185  0 165 60 152 76 74 144 153 86 95 123 113 95 89 108 176 68 
112 157 21 165  0 127 63 89 92 66 123 89 76 99 67 76 79 96 105 105 
112 57 143 60 127  0 97 53 56 132 163 81 80 63 99 80 73 49 174 70 
141 146 65 152 63 97  0 89 94 117 171 108 95 44 99 95 94 51 161 116 
65 68 109 76 89 53 89  0  6 79 112 29 26 79 46 26 20 63 121 28 
59 66 112 74 92 56 94  6  0 77 107 24 24 85 43 24 18 70 117 21 
57 136 85 144 66 132 117 79 77  0 57 57 52 135 33 52 59 125 46 75 
53 146 141 153 123 163 171 112 107 57  0 82 87 183 74 87 92 170 36 93 
36 78 111 86 89 81 108 29 24 57 82  0 14 106 27 14 14 92 94 18 
47 87 98 95 76 80 95 26 24 52 87 14  0 97 19  0  6 83 94 29 
142 118 107 123 99 63 44 79 85 135 183 106 97  0 109 97 93 16 181 107 
45 105 89 113 67 99 99 46 43 33 74 27 19 109  0 19 25 97 76 45 
47 87 98 95 76 80 95 26 24 52 87 14  0 97 19  0  6 83 94 29 
49 81 101 89 79 73 94 20 18 59 92 14  6 93 25  6  0 79 100 26 
128 103 107 108 96 49 51 63 70 125 170 92 83 16 97 83 79  0 171 91 
76 168 119 176 105 174 161 121 117 46 36 94 94 181 76 94 100 171  0 110 
41 60 127 68 105 70 116 28 21 75 93 18 29 107 45 29 26 91 110  0 

 0  0 46 41  0  0 102 975 9326 266  1 3095  1 147 300  0 1155 4177  0  0 
 0  0  0  0 4557 5788 4392  0  0 13  1  0 121  0  0  0  0 533 993 72 
46  0  0 16 1891 51  1  0 389  0 18 3071 4408 11 522  8  0  0 525 4101 
41  0 16  0  0  1 181  7  7  0 26 11 9851  0  0  0 259  0 22 63 
 0 4557 1891  0  0 3771 8728  1 406 13 41  2  0  4 55 98  0 126 92 5331 
 0 5788 51  1 3771  0 30  0 3965  0  0  0 2338 434  2 14  9 564 1391 13 
102 4392  1 181 8728 30  0 82 8469 72 206  2 60 629 7597  0  0 1863  0 153 
975  0  0  7  1  0 82  0  5 34 26 378  0  3 483 24 425  0 229  0 
9326  0 389  7 406 3965 8469  5  0  2  0 6189 23  1 19 77 1845 3673  0  1 
266 13  0  0 13  0 72 34  2  0  0 179  0 27 31  0  0  0  0 1292 
 1  1 18 26 41  0 206 26  0  0  0  0 4822 80  0  0 277  1 308  0 
3095  0 3071 11  2  0  2 378 6189 179  0  0  0 15 402  2  0 124  0 5756 
 1 121 4408 9851  0 2338 60  0 23  0 4822  0  0  0 75 2081  0  6  0 41 
147  0 11  0  4 434 629  3  1 27 80 15  0  0 16  2  5  5 592  8 
300  0 522  0 55  2 7597 483 19 31  0 402 75 16  0  0 919 8404 1310 16 
 0  0  8  0 98 14  0 24 77  0  0  2 2081  2  0  0 1495 30  0 3585 
1155  0  0 259  0  9  0 425 1845  0 277  0  0  5 919 1495  0 279  4  0 
4177 533  0  0 126 564 1863  0 3673  0  1 124  6  5 8404 30 279  0  0 12 
 0 993 525 22 92 1391  0 229  0  0 308  0  0 592 1310  0  4  0  0  0 
 0 72 4101 63 5331 13 153  0  1 1292  0 5756 41  8 16 3585  0 12  0  0 

 0 7666 73 873 867 290  5  5  0 179  0  2 11  1 291  5  0  0  0 3055 
7666  0 810 726  0 4564  8 3700 229 2539 265 4080 26 18 20 13  5  0  0 14 
73 810  0  0  3  3  1 100  0 5443 15  0  0 253  0 8831 247  0 26  0 
873 726  0  0 1108 176  5 7922 76 753 60 8517  0 226 96 4670 10 8595 14  0 
867  0  3 1108  0 10  7 207 2717  2 774 698 59 25 10  0 1333 69  4  6 
290 4564  3 176 10  0 14 2919  0  0  0 846  0 29  2 255  1  0  0  3 
 5  8  1  5  7 14  0  0  0  0  0 53 80 53  0 269 7051 110 337  2 
 5 3700 100 7922 207 2919  0  0  0  0 224  0 34 97  0 1373  1  0 18  3 
 0 229  0 76 2717  0  0  0  0 9444 154  0  7  2  0  9  2  0 173 804 
179 2539 5443 753  2  0  0  0 9444  0  6 285  2  0  0 21 359 1096  5 297 
 0 265 15 60 774  0  0 224 154  6  0 46  0 128 115 592  0  2 185 43 
 2 4080  0 8517 698 846 53  0  0 285 46  0  3 326  0  0 4484  0 1401  0 
11 26  0  0 59  0 80 34  7  2  0  3  0 92  0  0 7585  0 359  0 
 1 18 253 226 25 29 53 97  2  0 128 326 92  0  6  8  0 75  0 43 
291 20  0 96 10  2  0  0  0  0 115  0  0  6  0 66  1  1  0  0 
 5 13 8831 4670  0 255 269 1373  9 21 592  0  0  8 66  0  0  0 250 14 
 0  5 247 10 1333  1 7051  1  2 359  0 4484 7585  0  1  0  0  7 35 219 
 0  0  0 8595 69  0 110  0  0 1096  2  0  0 75  1  0  7  0 16 20 
 0  0 26 14  4  0 337 18 173  5 185 1401 359  0  0 250 35 16  0  8 
3055 14  0  0  6  3  2  3 804 297 43  0  0 43  0 14 219 20  8  0 
