20

 0 119 106 57 99 36 109 36 56 76 66 115 53 122 54 104 55 37 39 70 
119  0 122 64 25 111 106 84 96 73 62 75 117 106 65 57 139 104 82 86 
106 122  0 111 123 70 187 105 52 54 123 173 54 196 99 66 160 131 84 47 
57 64 111  0 42 64 76 21 63 59 12 66 77 85 12 73 76 40 32 64 
99 25 123 42  0 98 84 63 88 70 38 56 107 85 46 65 114 80 66 81 
36 111 70 64 98  0 133 47 23 49 76 129 17 144 54 79 90 66 32 39 
109 106 187 76 84 133  0 85 138 135 65 35 149 14 88 143 79 71 105 140 
36 84 105 21 63 47 85  0 53 59 30 83 63 96 19 81 64 28 21 59 
56 96 52 63 88 23 138 53  0 27 75 129 20 148 51 57 108 78 32 15 
76 73 54 59 70 49 135 59 27  0 70 119 47 143 47 30 122 88 40 13 
66 62 123 12 38 76 65 30 75 70  0 53 90 72 24 81 76 42 44 76 
115 75 173 66 56 129 35 83 129 119 53  0 143 31 77 120 101 80 98 127 
53 117 54 77 107 17 149 63 20 47 90 143  0 160 66 77 108 83 45 34 
122 106 196 85 85 144 14 96 148 143 72 31 160  0 97 148 94 85 115 149 
54 65 99 12 46 54 88 19 51 47 24 77 66 97  0 64 82 46 22 52 
104 57 66 73 65 79 143 81 57 30 81 120 77 148 64  0 145 109 65 42 
55 139 160 76 114 90 79 64 108 122 76 101 108 94 82 145  0 36 81 119 
37 104 131 40 80 66 71 28 78 88 42 80 83 85 46 109 36  0 48 87 
39 82 84 32 66 32 105 21 32 40 44 98 45 115 22 65 81 48  0 38 
70 86 47 64 81 39 140 59 15 13 76 127 34 149 52 42 119 87 38  0 

 0 8799  0 105 512 1125  5 5095 3153 1888 435  2 608  1 113 1074  2 1801 4995  4 
8799  0 10  3  0  6  1 34  4  0 2866 350  7  0  0 6870 7466  0  1  2 
 0 10  0  0  2  4 548  0 5580  0 2171  0 311 87  1  0 186 18 22 128 
105  3  0  0  0 28  6  0 212  1  0 424 554 331  0  5  3 3316 86 94 
512  0  2  0  0 6589 217  0  8  1 163 550 54 691  2  0 1182  0 10 146 
1125  6  4 28 6589  0  0  5  0  2 4888 256 407 563 46  0  1 5639  0 37 
 5  1 548  6 217  0  0 757 39  0  0  0 1119  0 4974 2369 683  0  0 293 
5095 34  0  0  0  5 757  0 20  1 12 4689 2951  7  0  0  0 6561 6059 97 
3153  4 5580 212  8  0 39 20  0  9  1 1980  0  0  0 15  0  0  4  0 
1888  0  0  1  1  2  0  1  9  0 1732 10 2888 4720  0 243 8296 26  0 2325 
435 2866 2171  0 163 4888  0 12  1 1732  0 50 593  0 3162  0 140  0  0  0 
 2 350  0 424 550 256  0 4689 1980 10 50  0  9  0 243 1519  0 37  5 562 
608  7 311 554 54 407 1119 2951  0 2888 593  9  0 10 2567  0  0  0 19  0 
 1  0 87 331 691 563  0  7  0 4720  0  0 10  0  0 969  0  0 4797  1 
113  0  1  0  2 46 4974  0  0  0 3162 243 2567  0  0 199  0 3115 8842  0 
1074 6870  0  5  0  0 2369  0 15 243  0 1519  0 969 199  0  0 111  8 177 
 2 7466 186  3 1182  1 683  0  0 8296 140  0  0  0  0  0  0  0  0 4402 
1801  0 18 3316  0 5639  0 6561  0 26  0 37  0  0 3115 111  0  0 59 361 
4995  1 22 86 10  0  0 6059  4  0  0  5 19 4797 8842  8  0 59  0  0 
 4  2 128 94 146 37 293 97  0 2325  0 562  0  1  0 177 4402 361  0  0 

 0  0 83 618  0  0 2876  0 1228  0  0 2546 518  2  2 5146  0 347 248  0 
 0  0 76  3 578 16  0  0  0 423 44  0 141 8247 2992 205 2364  2 22  0 
83 76  0 4438 51  1 14  0  0  0 20 11  2  0  0 950 159  3  0  2 
618  3 4438  0  0  3 2978 281 490 2313  0  0 8336 448 9954  1  1  3  0  0 
 0 578 51  0  0 1387 152  1 336  0  0  2  0 666 105 16  0  0  0  0 
 0 16  1  3 1387  0 317  1  1  2 13  0 60 32  0  0  1 14 51 174 
2876  0 14 2978 152 317  0 2699  1 19  1  0  3  5 26 2328 21  0  1  4 
 0  0  0 281  1  1 2699  0 59 390  4  1  3 1742 30  0  0  1  6  0 
1228  0  0 490 336  1  1 59  0  0 456 970  0  0  4  0 1046  0  0  0 
 0 423  0 2313  0  2 19 390  0  0  0 771 4662  0 67 16 1834  1 17  0 
 0 44 20  0  0 13  1  4 456  0  0 40  0  0  0  0 27  7  0  0 
2546  0 11  0  2  0  0  1 970 771 40  0 11 907  4 14 249 42 185  0 
518 141  2 8336  0 60  3  3  0 4662  0 11  0  6 3844  1 475 78  0  0 
 2 8247  0 448 666 32  5 1742  0  0  0 907  6  0  0 3768 710 16 32  2 
 2 2992  0 9954 105  0 26 30  4 67  0  4 3844  0  0 61 964 21 10  0 
5146 205 950  1 16  0 2328  0  0 16  0 14  1 3768 61  0 1272 46  1  4 
 0 2364 159  1  0  1 21  0 1046 1834 27 249 475 710 964 1272  0  2 630  0 
347  2  3  3  0 14  0  1  0  1  7 42 78 16 21 46  2  0  0 20 
248 22  0  0  0 51  1  6  0 17  0 185  0 32 10  1 630  0  0 14 
 0  0  2  0  0 174  4  0  0  0  0  0  0  2  0  4  0 20 14  0 
