20

 0 76 28 42 23 43 81 52 59 45 27 83 74 83 43 26 40  9  2 27 
76  0 89 102 55 47 157 25 27 110 89  8 119 79 111 101 40 67 78 81 
28 89  0 15 45 68 80 69 78 21 53 97 100 111 61 22 48 30 28 55 
42 102 15  0 60 83 77 83 93 10 66 110 111 125 69 28 61 46 42 68 
23 55 45 60  0 22 103 30 35 65 36 61 77 67 57 49 26 15 25 30 
43 47 68 83 22  0 118 24 21 88 44 51 72 47 67 69 38 37 45 36 
81 157 80 77 103 118  0 133 137 68 75 164 90 139 54 59 121 90 79 83 
52 25 69 83 30 24 133  0 12 90 63 31 97 65 86 78 24 44 54 56 
59 27 78 93 35 21 137 12  0 99 65 30 92 55 88 85 36 51 60 57 
45 110 21 10 65 88 68 90 99  0 65 118 109 128 66 26 69 50 44 69 
27 89 53 66 36 44 75 63 65 65  0 94 47 68 23 40 61 32 26  8 
83  8 97 110 61 51 164 31 30 118 94  0 122 78 117 108 48 74 85 86 
74 119 100 111 77 72 90 97 92 109 47 122  0 61 44 83 103 78 74 48 
83 79 111 125 67 47 139 65 55 128 68 78 61  0 84 105 85 80 84 61 
43 111 61 69 57 67 54 86 88 66 23 117 44 84  0 41 81 50 41 31 
26 101 22 28 49 69 59 78 85 26 40 108 83 105 41  0 62 34 24 44 
40 40 48 61 26 38 121 24 36 69 61 48 103 85 81 62  0 32 42 56 
 9 67 30 46 15 37 90 44 51 50 32 74 78 80 50 34 32  0 11 29 
 2 78 28 42 25 45 79 54 60 44 26 85 74 84 41 24 42 11  0 27 
27 81 55 68 30 36 83 56 57 69  8 86 48 61 31 44 56 29 27  0 

 0 19172  0  0  0  0 20 18576  2  0  0 77120  0 5678 535  0 2275 12488 66228 18527 
19172  0 58030 1072  0 475 34852 15401 57 40696  0  1  0  4 33892 1630 460  1  0  0 
 0 58030  0 18348  0  0 15 2967 124  0 1288 206  0 1143  0 1614  0  0 10858  0 
 0 1072 18348  0 2176 76 1606 547  0  0  0 173  0 10 2811  0  0  5 78 56 
 0  0  0 2176  0  1 35704  0  0 85006 10 390 4850 105  3 23707  0  4  0  2 
 0 475  0 76  1  0  5  0  1 4148  0  0  0  0 455 77786  0  0  0 92 
20 34852 15 1606 35704  5  0 45 7129  0  0 3595  0 108 4404  0 243 43 158  0 
18576 15401 2967 547  0  0 45  0  0 1719 16  0 89 6730 1258  0  1  0  0  0 
 2 57 124  0  0  1 7129  0  0 161  1  0  0  0 121  0  0  0  7  0 
 0 40696  0  0 85006 4148  0 1719 161  0  0 3743  1 173 103 201 25161  0 11894  0 
 0  0 1288  0 10  0  0 16  1  0  0  0  0 47 66  0 17  0  0 98488 
77120  1 206 173 390  0 3595  0  0 3743  0  0  5 1210  2  0  0 390 3998 52979 
 0  0  0  0 4850  0  0 89  0  1  0  5  0  0 92 11924 1261  0  0  0 
5678  4 1143 10 105  0 108 6730  0 173 47 1210  0  0  0  0  1  5  0  0 
535 33892  0 2811  3 455 4404 1258 121 103 66  2 92  0  0 145  0  0  0  0 
 0 1630 1614  0 23707 77786  0  0  0 201  0  0 11924  0 145  0  0 91  0 90120 
2275 460  0  0  0  0 243  1  0 25161 17  0 1261  1  0  0  0 527 5500  0 
12488  1  0  5  4  0 43  0  0  0  0 390  0  5  0 91 527  0 67  0 
66228  0 10858 78  0  0 158  0  7 11894  0 3998  0  0  0  0 5500 67  0  0 
18527  0  0 56  2 92  0  0  0  0 98488 52979  0  0  0 90120  0  0  0  0 

 0 61225  0 3487  0 676 28 665  0  0  0 49240  0 27 29231  0  2  0 55  3 
61225  0 8095  9  0  0 934 373 135 973 670  0  0  0 59681 3395 584 62870 4998  0 
 0 8095  0  7 13  0 568 51936 5081  0  0  1 1413  1  0  1 256  0  0  0 
3487  9  7  0  2 560  0 281  0  0  0 1461  2  0 14  0  0  0  0  3 
 0  0 13  2  0  0 10  0  0 10607 114 3668  0  0 96 69  0 7329  0 214 
676  0  0 560  0  0  0  0  0  2 32  0  0  1 173  0  0  0  0  0 
28 934 568  0 10  0  0  9 3018  0  0  0  0  0 2324  0 20361  0 117  0 
665 373 51936 281  0  0  9  0  0  0 1491  0 441 13558  2 28  0  2 217 3029 
 0 135 5081  0  0  0 3018  0  0  0  0  0  0  0 10  0 480  0  0  0 
 0 973  0  0 10607  2  0  0  0  0  0 3029  9 2915 596 22681 22300  0 17  0 
 0 670  0  0 114 32  0 1491  0  0  0  0  0  0  0  0  0  0  0 20 
49240  0  1 1461 3668  0  0  0  0 3029  0  0 257 11  0  0 1192 42 12 332 
 0  0 1413  2  0  0  0 441  0  9  0 257  0  2 13  0  0  0  0  0 
27  0  1  0  0  1  0 13558  0 2915  0 11  2  0 4467 14  0  0  0  0 
29231 59681  0 14 96 173 2324  2 10 596  0  0 13 4467  0  0  0 85 15  0 
 0 3395  1  0 69  0  0 28  0 22681  0  0  0 14  0  0  0  4  0 29998 
 2 584 256  0  0  0 20361  0 480 22300  0 1192  0  0  0  0  0  0  0  5 
 0 62870  0  0 7329  0  0  2  0  0  0 42  0  0 85  4  0  0 264  0 
55 4998  0  0  0  0 117 217  0 17  0 12  0  0 15  0  0 264  0 64276 
 3  0  0  3 214  0  0 3029  0  0 20 332  0  0  0 29998  5  0 64276  0 
