Instancia, Caso, Ejecucion, HVKC10-2fl-1rl.dat,0,0,3.48474287585
KC10-2fl-1rl.dat,0,1,3.5135200467
KC10-2fl-1rl.dat,0,2,3.56565481633
KC10-2fl-1rl.dat,0,3,3.56692614768
KC10-2fl-1rl.dat,0,4,3.57978462429
KC10-2fl-1rl.dat,0,5,3.597633293
KC10-2fl-1rl.dat,0,6,3.60093979653
KC10-2fl-1rl.dat,0,7,3.61608355159
KC10-2fl-1rl.dat,0,8,3.6173955557
KC10-2fl-1rl.dat,0,9,3.61927812371
KC10-2fl-1rl.dat,0,10,3.62159152635
KC10-2fl-1rl.dat,0,11,3.62569572414
KC10-2fl-1rl.dat,0,12,3.63029736444
KC10-2fl-1rl.dat,0,13,3.63939932859
KC10-2fl-1rl.dat,0,14,3.64087284196
KC10-2fl-1rl.dat,0,15,3.64966688639
KC10-2fl-1rl.dat,0,16,3.64999424228
KC10-2fl-1rl.dat,0,17,3.65083692977
KC10-2fl-1rl.dat,0,18,3.65501603967
KC10-2fl-1rl.dat,0,19,3.65738826575
KC10-2fl-1rl.dat,0,20,3.66063671245
KC10-2fl-1rl.dat,0,21,3.6614776491
KC10-2fl-1rl.dat,0,22,3.66170040817
KC10-2fl-1rl.dat,0,23,3.66417530798
KC10-2fl-1rl.dat,0,24,3.6647451523
KC10-2fl-1rl.dat,0,25,3.6655087272
KC10-2fl-1rl.dat,0,26,3.67541153834
KC10-2fl-1rl.dat,0,27,3.67854572818
KC10-2fl-1rl.dat,0,28,3.69457675141
KC10-2fl-1rl.dat,0,29,3.69610163361
KC10-2fl-1rl.dat,1,0,3.52161645727
KC10-2fl-1rl.dat,1,1,3.56570473306
KC10-2fl-1rl.dat,1,2,3.58709942694
KC10-2fl-1rl.dat,1,3,3.58749287338
KC10-2fl-1rl.dat,1,4,3.59298743146
KC10-2fl-1rl.dat,1,5,3.59955149763
KC10-2fl-1rl.dat,1,6,3.60878727523
KC10-2fl-1rl.dat,1,7,3.6122999355
KC10-2fl-1rl.dat,1,8,3.61452680192
KC10-2fl-1rl.dat,1,9,3.61492334415
KC10-2fl-1rl.dat,1,10,3.61742867683
KC10-2fl-1rl.dat,1,11,3.61887681504
KC10-2fl-1rl.dat,1,12,3.62166487842
KC10-2fl-1rl.dat,1,13,3.63783474896
KC10-2fl-1rl.dat,1,14,3.63910668203
KC10-2fl-1rl.dat,1,15,3.64073623421
KC10-2fl-1rl.dat,1,16,3.64438225362
KC10-2fl-1rl.dat,1,17,3.64528173498
KC10-2fl-1rl.dat,1,18,3.65724682741
KC10-2fl-1rl.dat,1,19,3.65879732154
KC10-2fl-1rl.dat,1,20,3.65932674025
KC10-2fl-1rl.dat,1,21,3.66035988963
KC10-2fl-1rl.dat,1,22,3.66254578859
KC10-2fl-1rl.dat,1,23,3.66735762606
KC10-2fl-1rl.dat,1,24,3.67936710799
KC10-2fl-1rl.dat,1,25,3.68237813757
KC10-2fl-1rl.dat,1,26,3.68464889178
KC10-2fl-1rl.dat,1,27,3.68843657014
KC10-2fl-1rl.dat,1,28,3.68953757973
KC10-2fl-1rl.dat,1,29,3.71384807915
KC10-2fl-1rl.dat,2,0,3.47089361022
KC10-2fl-1rl.dat,2,1,3.50011987566
KC10-2fl-1rl.dat,2,2,3.51358084897
KC10-2fl-1rl.dat,2,3,3.58134825738
KC10-2fl-1rl.dat,2,4,3.58334657906
KC10-2fl-1rl.dat,2,5,3.58431130964
KC10-2fl-1rl.dat,2,6,3.5862611387
KC10-2fl-1rl.dat,2,7,3.58890570746
KC10-2fl-1rl.dat,2,8,3.58969164288
KC10-2fl-1rl.dat,2,9,3.59055366226
KC10-2fl-1rl.dat,2,10,3.61110350567
KC10-2fl-1rl.dat,2,11,3.61624333002
KC10-2fl-1rl.dat,2,12,3.61795376885
KC10-2fl-1rl.dat,2,13,3.6192953813
KC10-2fl-1rl.dat,2,14,3.61952832285
KC10-2fl-1rl.dat,2,15,3.62724249836
KC10-2fl-1rl.dat,2,16,3.64327062051
KC10-2fl-1rl.dat,2,17,3.64738655621
KC10-2fl-1rl.dat,2,18,3.64929215957
KC10-2fl-1rl.dat,2,19,3.65107440566
KC10-2fl-1rl.dat,2,20,3.65814542697
KC10-2fl-1rl.dat,2,21,3.66159762053
KC10-2fl-1rl.dat,2,22,3.66248749059
KC10-2fl-1rl.dat,2,23,3.66792151267
KC10-2fl-1rl.dat,2,24,3.67203770145
KC10-2fl-1rl.dat,2,25,3.67454386243
KC10-2fl-1rl.dat,2,26,3.67587038041
KC10-2fl-1rl.dat,2,27,3.68895535608
KC10-2fl-1rl.dat,2,28,3.69463734911
KC10-2fl-1rl.dat,2,29,3.70548887917
KC10-2fl-1rl.dat,3,0,3.62196057151
KC10-2fl-1rl.dat,3,1,3.62644915509
KC10-2fl-1rl.dat,3,2,3.6353899981
KC10-2fl-1rl.dat,3,3,3.65620831107
KC10-2fl-1rl.dat,3,4,3.65892710796
KC10-2fl-1rl.dat,3,5,3.66226546461
KC10-2fl-1rl.dat,3,6,3.66337603844
KC10-2fl-1rl.dat,3,7,3.67393261626
KC10-2fl-1rl.dat,3,8,3.67451728893
KC10-2fl-1rl.dat,3,9,3.67863182948
KC10-2fl-1rl.dat,3,10,3.68229891013
KC10-2fl-1rl.dat,3,11,3.68628776474
KC10-2fl-1rl.dat,3,12,3.69204519274
KC10-2fl-1rl.dat,3,13,3.69549312083
KC10-2fl-1rl.dat,3,14,3.69600337973
KC10-2fl-1rl.dat,3,15,3.6981000364
KC10-2fl-1rl.dat,3,16,3.69951181519
KC10-2fl-1rl.dat,3,17,3.70113615046
KC10-2fl-1rl.dat,3,18,3.70493707018
KC10-2fl-1rl.dat,3,19,3.70590926255
KC10-2fl-1rl.dat,3,20,3.70656691704
KC10-2fl-1rl.dat,3,21,3.70749812954
KC10-2fl-1rl.dat,3,22,3.70815593677
KC10-2fl-1rl.dat,3,23,3.71307872316
KC10-2fl-1rl.dat,3,24,3.71801031295
KC10-2fl-1rl.dat,3,25,3.71998133228
KC10-2fl-1rl.dat,3,26,3.72231817249
KC10-2fl-1rl.dat,3,27,3.72403584874
KC10-2fl-1rl.dat,3,28,3.74476132976
KC10-2fl-1rl.dat,3,29,3.74916241768
KC10-2fl-1rl.dat,4,0,3.62108663045
KC10-2fl-1rl.dat,4,1,3.65962965512
KC10-2fl-1rl.dat,4,2,3.65966540868
KC10-2fl-1rl.dat,4,3,3.6627910303
KC10-2fl-1rl.dat,4,4,3.66481611065
KC10-2fl-1rl.dat,4,5,3.66863210894
KC10-2fl-1rl.dat,4,6,3.67108613005
KC10-2fl-1rl.dat,4,7,3.67776995487
KC10-2fl-1rl.dat,4,8,3.68068145095
KC10-2fl-1rl.dat,4,9,3.68161009011
KC10-2fl-1rl.dat,4,10,3.68799764414
KC10-2fl-1rl.dat,4,11,3.68820581762
KC10-2fl-1rl.dat,4,12,3.68834268344
KC10-2fl-1rl.dat,4,13,3.68870176856
KC10-2fl-1rl.dat,4,14,3.6899493832
KC10-2fl-1rl.dat,4,15,3.69061369939
KC10-2fl-1rl.dat,4,16,3.69104668339
