Generacion: 1
196562.0, 173282.0, 1
192312.0, 226722.0, 1
194730.0, 205680.0, 1
240628.0, 188898.0, 2
198000.0, 230704.0, 2
224766.0, 194694.0, 2
198066.0, 206798.0, 2
207960.0, 196276.0, 2
203728.0, 202290.0, 2
199816.0, 217086.0, 3
230356.0, 195916.0, 3
200248.0, 206798.0, 3
208308.0, 198060.0, 3
212866.0, 197468.0, 3
229712.0, 197696.0, 4
200846.0, 215332.0, 4
205080.0, 209814.0, 4
209244.0, 204110.0, 4
212448.0, 198212.0, 4
210362.0, 200624.0, 4
212304.0, 198874.0, 4
229018.0, 198590.0, 5
229018.0, 198590.0, 5
201184.0, 217670.0, 5
213946.0, 207454.0, 5
221726.0, 201584.0, 5
205610.0, 212130.0, 5
206612.0, 210192.0, 5
222260.0, 200948.0, 5
212708.0, 208446.0, 5
203368.0, 226704.0, 6
242042.0, 199658.0, 6
228864.0, 204636.0, 6
214890.0, 207866.0, 6
237694.0, 203614.0, 6
205538.0, 218110.0, 6
206202.0, 216376.0, 6
209512.0, 212098.0, 6
212908.0, 210012.0, 6
209912.0, 211668.0, 6
205710.0, 226662.0, 7
243084.0, 206908.0, 7
234030.0, 209054.0, 7
208410.0, 220180.0, 7
218242.0, 209484.0, 7
217822.0, 211004.0, 7
210992.0, 215358.0, 7
205930.0, 226612.0, 7
210288.0, 215840.0, 7
218242.0, 209484.0, 7
Generacion: 2
196562.0, 173282.0, 1
188270.0, 203574.0, 1
203636.0, 184846.0, 2
240628.0, 188898.0, 2
192312.0, 226722.0, 2
224766.0, 194694.0, 2
198066.0, 206798.0, 2
207960.0, 196276.0, 2
194730.0, 205680.0, 2
200398.0, 196388.0, 2
198000.0, 230704.0, 3
225926.0, 192288.0, 3
198000.0, 230704.0, 3
217424.0, 196262.0, 3
201184.0, 217670.0, 3
203728.0, 202290.0, 3
200248.0, 206798.0, 3
212866.0, 197468.0, 3
210362.0, 200624.0, 3
205610.0, 212130.0, 3
200846.0, 215332.0, 3
205080.0, 209814.0, 3
199816.0, 217086.0, 3
208308.0, 198060.0, 3
212304.0, 198874.0, 3
206612.0, 210192.0, 3
206998.0, 201082.0, 3
212448.0, 198212.0, 3
203368.0, 226704.0, 4
201504.0, 219208.0, 4
226796.0, 193624.0, 4
242042.0, 199658.0, 4
230356.0, 195916.0, 4
208410.0, 220180.0, 4
205930.0, 226612.0, 4
217496.0, 199306.0, 4
222260.0, 200948.0, 4
210992.0, 215358.0, 4
206968.0, 206114.0, 4
221726.0, 201584.0, 4
205538.0, 218110.0, 4
209244.0, 204110.0, 4
212908.0, 210012.0, 4
214890.0, 207866.0, 4
229712.0, 197696.0, 4
212708.0, 208446.0, 4
205610.0, 212130.0, 4
213946.0, 207454.0, 4
206202.0, 216376.0, 4
209912.0, 211668.0, 4
Generacion: 3
184878.0, 201816.0, 1
208598.0, 170730.0, 1
208598.0, 170730.0, 1
189848.0, 180682.0, 1
196562.0, 173282.0, 1
221070.0, 179178.0, 2
198000.0, 230704.0, 2
188270.0, 203574.0, 2
240628.0, 188898.0, 2
199816.0, 217086.0, 2
207960.0, 196276.0, 2
190892.0, 198510.0, 2
