facilities = 60 objectives = 2 max_distances = 100 max flows = 100 correlation = -0.800000 seed = 23453464
 0 41 13 68 15 92  7 28  4 48 75 78 42 76 48 61 17 72 95 48 72 46 19 72 93 34  6 55 86 63 64 69  2 83 84 10  1 16 48 99 64 17  4 24 42 87 94 72 46 51 55 28 52 39  2 25 28  1 48 37 
41  0 46 17 74 28 90 53 95 36 52  7 98 82 72 21 35 48 21 56 79 49 60 65 79 96 69 38 99 98 78 49 83 49  5 84 57 48 47 76 61 83 23 58 60 78 58 79 45 20 75  1 63 84 48 99 90 59 40 11 
13 46  0 71 27 72 39  5  5 56 86  6 33 61 70 81 44 63 40  3  3 80 22  3 29 77 82  1 57 62 17 17 73  4 95 75 33  8 66 97 15 69 48  8  8 76 51 10 57 70 33 44 41 39 10 80 11  6 36 14 
68 17 71  0 50 31 93 52 19 35 10 32 22 64 98 75 79 19 60 79 96 32 63 50 72 60 62 86 63 73 86 44 14  8 45 36 80  3 100 80 77 58 42 53 75 34 41 72  2 82  2 59 83 21 36  6 29 81 23 34 
15 74 27 50  0 51 74 91 14 39 14 31  8 61 34 56 42 63 30 81 37 79 48 44 64 70 33  8 76 47 100 51 40 76  8  7 36 19 100 46 86 26 28 28 35 51 26 29 64 55 39 28 25 13 29 15 29 87  4 78 
92 28 72 31 51  0  4 74 81 44 36 38 45 63 99  2 47 55 85 17 29 95 44 20 48 93 76 74 48 90 14 94 55 77 73 78 41 95 78 64 100 73 28  2 18 58 95 40 97 26 13  5 47  1 13 72 16 27 51 99 
 7 90 39 93 74  4  0 37 68 72 63 35 59 90 95 21 36 17 58 94 51 64 52 58 20 26 90  2 23 55 89 90 83  2 24 37 18 17  9 19 47 64 83  6 94 78 16 31 22  1 10 87 99 20 67 55 36 91 56 70 
28 53  5 52 91 74 37  0 21 62  1 70 60 52 81 12 57  3 27 19 17 51 91 47 81 85 13 85 33 86 90 20 99 80 54 94 68 31 16 67 50 52 33 49 19 83 72 63 90  1 24 67 14 57 20 86 22 87 74 88 
 4 95  5 19 14 81 68 21  0 27 85 67 12 29 48 51 25 59 59 74  1 74 68  1 63 77 63  7 22 20 45 17 28 74 70 19 70 67 90 46 32 55 11 39  6 45 30 58 37 35 77 72 19 95 59 39 19 51 28 94 
48 36 56 35 39 44 72 62 27  0 47 62 59 77 89 30 54 47 93  1 68 12 37  9 45 22 12 79 21 29 26 61 29 23 65 86  8 57 81 74 11  9 36 93 53 49 27  8 38 64 90 51 64 100 45 85 85 75 12 73 
75 52 86 10 14 36 63  1 85 47  0 30 54 50 26 92 81 10 84 74 87  5  1 32 54 23 16 76 99 20 38 37 17 35  6 16 87 61 51 14 47 18 78 48 37  2 82 59 90 30 11 57 65 20 19 66 74 46 51 38 
78  7  6 32 31 38 35 70 67 62 30  0 94 35 44 43 100 21  2 51 14 79 84  5 11 99 95 83  8  7 88 41 89 56 76 18 80 16 50 30 47 61 56 86 51  2 52  7 57  8 99 91 88 61 35 20 34 49 92 68 
42 98 33 22  8 45 59 60 12 59 54 94  0 51 67 38 29 81 99 62 23 28 35 96 79 79 60 46 48 73 12 48 17  5 100 31 40 82  1 45  7 88 74 93 91 56 48 87 92 43 26 90 37 20 78 42 54 34 30 100 
76 82 61 64 61 63 90 52 29 77 50 35 51  0 42 55 83 72 69 59 28  9 65 98 84 38 72 58 92 81 31  4  9 34 56 44 28 16 41 68 73 32  4 20  2 73 10 36 90 64 84 69 70  4 11 73 61  2 28 48 
48 72 70 98 34 99 95 81 48 89 26 44 67 42  0 87 65 94 99  1 38 61 67 19 27 46 45 57 38 45 45 27 72 13 96 100 58 28 22 74 85 92 96 100 55 17 70 67 98 54 11 61 55 42  2 26 46 54 98 88 
61 21 81 75 56  2 21 12 51 30 92 43 38 55 87  0 89  8 20 82 15 98 17 34 85 76 48 59 70 86 73 18 33 49 82  2 27 10 51 70 79 45 22 67 88 29 34 79 29 58 70  6 36 81 19 81 97  4 67 67 
17 35 44 79 42 47 36 57 25 54 81 100 29 83 65 89  0 76 14 26 69 32 92 53 71 68 61  7 39 82 86 14 52 99 48 36 60 20 59 76 47 78 63 32 95 10 63 73 75 29 32 45 12 75 77 63 27 25 77 81 
