[4, 0, 8, 6, 7, 3, 5, 1, 9, 2], 188150.0, 222904.0, inf, 1
[4, 7, 8, 6, 3, 0, 5, 9, 2, 1], 222702.0, 194980.0, inf, 1
[4, 0, 8, 6, 7, 3, 5, 1, 9, 2], 188150.0, 222904.0, inf, 1
[8, 0, 5, 4, 3, 7, 2, 9, 6, 1], 207094.0, 195000.0, 0.558801286421, 1
[6, 0, 5, 4, 7, 3, 8, 1, 9, 2], 196546.0, 210684.0, 0.284875721449, 1
[6, 0, 5, 9, 7, 3, 8, 1, 4, 2], 196760.0, 206032.0, 0.241901827668, 1
[9, 0, 5, 6, 7, 3, 8, 1, 4, 2], 193032.0, 210974.0, 0.222386498477, 1
[4, 0, 5, 6, 7, 3, 8, 1, 9, 2], 190140.0, 219244.0, 0.189995724511, 1
[6, 3, 5, 9, 2, 0, 8, 1, 4, 7], 201066.0, 202016.0, 0.186430868704, 1
[6, 0, 5, 8, 3, 7, 2, 9, 4, 1], 199362.0, 202364.0, 0.180673510699, 1
[4, 7, 5, 6, 0, 1, 8, 3, 9, 2], 192176.0, 216968.0, 0.152895022606, 1
[8, 0, 5, 4, 3, 7, 6, 9, 2, 1], 206716.0, 197990.0, 0.147131918512, 1
[2, 0, 5, 6, 7, 3, 8, 1, 4, 9], 202824.0, 199956.0, 0.146357912767, 1
[4, 0, 5, 6, 7, 3, 8, 1, 9, 2], 190140.0, 219244.0, 0.139101297973, 1
[6, 0, 5, 9, 7, 3, 8, 1, 4, 2], 196760.0, 206032.0, 0.137550102503, 1
[4, 7, 8, 6, 0, 1, 5, 3, 9, 2], 192460.0, 214344.0, 0.12890421091, 1
[4, 7, 8, 6, 0, 1, 5, 3, 9, 2], 192460.0, 214344.0, 0.110524103412, 1
[2, 0, 5, 6, 7, 3, 8, 1, 4, 9], 202824.0, 199956.0, 0.110255280938, 1
[8, 0, 5, 6, 3, 7, 2, 9, 4, 1], 205332.0, 198298.0, 0.0994310160622, 1
[4, 7, 5, 6, 0, 1, 8, 3, 9, 2], 192176.0, 216968.0, 0.0897264426823, 1
[6, 0, 5, 8, 3, 7, 2, 9, 4, 1], 199362.0, 202364.0, 0.087769181915, 1
[8, 0, 5, 6, 3, 7, 2, 9, 4, 1], 205332.0, 198298.0, 0.0836161852206, 1
[9, 0, 5, 6, 7, 3, 8, 1, 4, 2], 193032.0, 210974.0, 0.0269400896602, 1
[8, 0, 5, 4, 3, 7, 6, 9, 2, 1], 206716.0, 197990.0, 0.0219699708192, 1
[8, 0, 5, 4, 3, 7, 2, 9, 6, 1], 207094.0, 195000.0, 0.0116562621814, 1
[9, 0, 5, 6, 7, 3, 8, 1, 4, 2], 193032.0, 210974.0, 0.0, 1
[9, 0, 5, 6, 7, 3, 8, 1, 4, 2], 193032.0, 210974.0, 0.0, 1
[6, 0, 5, 9, 7, 3, 8, 1, 4, 2], 196760.0, 206032.0, 0.0, 1
[6, 0, 5, 9, 7, 3, 8, 1, 4, 2], 196760.0, 206032.0, 0.0, 1
[6, 0, 5, 8, 3, 7, 2, 9, 4, 1], 199362.0, 202364.0, 0.0, 1
[8, 0, 5, 6, 3, 7, 2, 9, 4, 1], 205332.0, 198298.0, 0.0, 1
[8, 0, 5, 6, 3, 7, 2, 9, 4, 1], 205332.0, 198298.0, 0.0, 1
[8, 0, 5, 6, 3, 7, 2, 9, 4, 1], 205332.0, 198298.0, 0.0, 1
[8, 0, 5, 6, 3, 7, 2, 9, 4, 1], 205332.0, 198298.0, 0.0, 1
[8, 0, 5, 6, 3, 7, 2, 9, 4, 1], 205332.0, 198298.0, 0.0, 1
[8, 0, 5, 4, 3, 7, 6, 9, 2, 1], 206716.0, 197990.0, 0.0, 1
[8, 0, 5, 4, 3, 7, 6, 9, 2, 1], 206716.0, 197990.0, 0.0, 1
[8, 0, 5, 4, 3, 7, 2, 9, 6, 1], 207094.0, 195000.0, 0.0, 1
[4, 0, 8, 6, 7, 3, 5, 1, 9, 2], 188150.0, 222904.0, 0.0, 1
[4, 0, 8, 6, 7, 3, 5, 1, 9, 2], 188150.0, 222904.0, 0.0, 1
[4, 0, 8, 6, 7, 3, 5, 1, 9, 2], 188150.0, 222904.0, 0.0, 1
[4, 0, 8, 6, 7, 3, 5, 1, 9, 2], 188150.0, 222904.0, 0.0, 1
[4, 0, 8, 6, 7, 3, 5, 1, 9, 2], 188150.0, 222904.0, 0.0, 1
[4, 0, 8, 6, 7, 3, 5, 1, 9, 2], 188150.0, 222904.0, 0.0, 1
[4, 0, 8, 6, 7, 3, 5, 1, 9, 2], 188150.0, 222904.0, 0.0, 1
[4, 0, 8, 6, 7, 3, 5, 1, 9, 2], 188150.0, 222904.0, 0.0, 1
[4, 0, 5, 6, 7, 3, 8, 1, 9, 2], 190140.0, 219244.0, 0.0, 1
[4, 0, 5, 6, 7, 3, 8, 1, 9, 2], 190140.0, 219244.0, 0.0, 1
[4, 7, 8, 6, 0, 1, 5, 3, 9, 2], 192460.0, 214344.0, 0.0, 1
[4, 7, 8, 6, 0, 1, 5, 3, 9, 2], 192460.0, 214344.0, 0.0, 1
