[9, 6, 2, 8, 5, 3, 1, 0, 7, 4], 4308066.0, 2412590.0, inf, 1
[5, 0, 3, 4, 1, 6, 2, 8, 7, 9], 1666856.0, 5848128.0, inf, 1
[9, 6, 2, 8, 5, 3, 1, 0, 7, 4], 4308066.0, 2412590.0, inf, 1
[5, 0, 3, 4, 1, 6, 2, 8, 7, 9], 1666856.0, 5848128.0, inf, 1
[5, 0, 3, 4, 1, 6, 2, 7, 8, 9], 1768330.0, 5742340.0, 0.429961143837, 1
[5, 0, 6, 3, 1, 2, 8, 9, 7, 4], 1874454.0, 4641012.0, 0.411528431987, 1
[9, 3, 7, 8, 5, 6, 1, 0, 2, 4], 3915342.0, 2633674.0, 0.210336458087, 1
[8, 0, 5, 9, 1, 3, 2, 7, 6, 4], 2587326.0, 3791090.0, 0.204045845455, 1
[9, 3, 2, 8, 5, 6, 1, 0, 7, 4], 4254472.0, 2494600.0, 0.157386519651, 1
[9, 0, 2, 8, 1, 3, 5, 6, 7, 4], 3654466.0, 2825750.0, 0.146990918393, 1
[9, 1, 3, 8, 0, 5, 6, 2, 7, 4], 2986072.0, 3549902.0, 0.141631669873, 1
[9, 0, 5, 8, 1, 3, 2, 7, 6, 4], 2713418.0, 3594886.0, 0.124519958259, 1
[9, 0, 2, 8, 1, 3, 5, 6, 7, 4], 3654466.0, 2825750.0, 0.11853743598, 1
[9, 0, 6, 8, 1, 7, 5, 3, 2, 4], 3187822.0, 3432184.0, 0.117381368193, 1
[9, 0, 5, 8, 1, 3, 6, 2, 7, 4], 3001846.0, 3483476.0, 0.110650238012, 1
[3, 0, 6, 9, 1, 5, 2, 7, 8, 4], 2399274.0, 4058426.0, 0.109768981277, 1
[9, 6, 7, 8, 5, 3, 1, 0, 2, 4], 4015088.0, 2572208.0, 0.108525446738, 1
[6, 0, 3, 2, 1, 5, 7, 9, 8, 4], 2254880.0, 4368924.0, 0.099799325396, 1
[3, 0, 5, 6, 1, 2, 8, 9, 7, 4], 2071430.0, 4375004.0, 0.0995190513439, 1
[3, 0, 6, 9, 1, 5, 2, 7, 8, 4], 2399274.0, 4058426.0, 0.0962806655772, 1
[9, 0, 7, 8, 1, 6, 5, 3, 2, 4], 3323822.0, 3199664.0, 0.0940762168491, 1
[9, 0, 7, 8, 1, 6, 5, 3, 2, 4], 3323822.0, 3199664.0, 0.0884919504226, 1
[6, 0, 3, 9, 1, 5, 2, 7, 8, 4], 2350502.0, 4190934.0, 0.0817964259465, 1
[9, 0, 7, 8, 1, 3, 5, 6, 2, 4], 3484066.0, 3026876.0, 0.0675930284809, 1
